time_date,odds,time,date,month,day,year,date_time
08:48 06 Fe Tu,2.55,08:48,6,2,Tu,2024,2024-02-06 08:48:00
08:48 06 Fe Tu,9.03,08:48,6,2,Tu,2024,2024-02-06 08:48:00
08:48 06 Fe Tu,1.91,08:48,6,2,Tu,2024,2024-02-06 08:48:00
08:48 06 Fe Tu,1.57,08:48,6,2,Tu,2024,2024-02-06 08:48:00
08:48 06 Fe Tu,2.23,08:48,6,2,Tu,2024,2024-02-06 08:48:00
08:48 06 Fe Tu,1.13,08:48,6,2,Tu,2024,2024-02-06 08:48:00
08:48 06 Fe Tu,2.55,08:48,6,2,Tu,2024,2024-02-06 08:48:00
08:48 06 Fe Tu,1.1,08:48,6,2,Tu,2024,2024-02-06 08:48:00
08:48 06 Fe Tu,1.74,08:48,6,2,Tu,2024,2024-02-06 08:48:00
08:48 06 Fe Tu,3.4,08:48,6,2,Tu,2024,2024-02-06 08:48:00
08:48 06 Fe Tu,22.49,08:48,6,2,Tu,2024,2024-02-06 08:48:00
08:48 06 Fe Tu,23.85,08:48,6,2,Tu,2024,2024-02-06 08:48:00
08:55 06 Fe Tu,2.8,08:55,6,2,Tu,2024,2024-02-06 08:55:00
08:55 06 Fe Tu,14.38,08:55,6,2,Tu,2024,2024-02-06 08:55:00
08:55 06 Fe Tu,4.37,08:55,6,2,Tu,2024,2024-02-06 08:55:00
08:55 06 Fe Tu,2.62,08:55,6,2,Tu,2024,2024-02-06 08:55:00
08:55 06 Fe Tu,12.8,08:55,6,2,Tu,2024,2024-02-06 08:55:00
08:55 06 Fe Tu,3.4,08:55,6,2,Tu,2024,2024-02-06 08:55:00
08:55 06 Fe Tu,11.7,08:55,6,2,Tu,2024,2024-02-06 08:55:00
08:55 06 Fe Tu,1.41,08:55,6,2,Tu,2024,2024-02-06 08:55:00
08:55 06 Fe Tu,1.2,08:55,6,2,Tu,2024,2024-02-06 08:55:00
08:55 06 Fe Tu,1.35,08:55,6,2,Tu,2024,2024-02-06 08:55:00
08:55 06 Fe Tu,2.59,08:55,6,2,Tu,2024,2024-02-06 08:55:00
08:55 06 Fe Tu,1.94,08:55,6,2,Tu,2024,2024-02-06 08:55:00
08:55 06 Fe Tu,1.24,08:55,6,2,Tu,2024,2024-02-06 08:55:00
08:55 06 Fe Tu,1.65,08:55,6,2,Tu,2024,2024-02-06 08:55:00
08:55 06 Fe Tu,13.65,08:55,6,2,Tu,2024,2024-02-06 08:55:00
08:55 06 Fe Tu,1.29,08:55,6,2,Tu,2024,2024-02-06 08:55:00
08:55 06 Fe Tu,1.26,08:55,6,2,Tu,2024,2024-02-06 08:55:00
08:55 06 Fe Tu,6.7,08:55,6,2,Tu,2024,2024-02-06 08:55:00
09:03 06 Fe Tu,5.1,09:03,6,2,Tu,2024,2024-02-06 09:03:00
09:03 06 Fe Tu,4.47,09:03,6,2,Tu,2024,2024-02-06 09:03:00
09:03 06 Fe Tu,1.21,09:03,6,2,Tu,2024,2024-02-06 09:03:00
09:03 06 Fe Tu,1.3,09:03,6,2,Tu,2024,2024-02-06 09:03:00
09:03 06 Fe Tu,1.25,09:03,6,2,Tu,2024,2024-02-06 09:03:00
09:03 06 Fe Tu,3.78,09:03,6,2,Tu,2024,2024-02-06 09:03:00
09:03 06 Fe Tu,1.17,09:03,6,2,Tu,2024,2024-02-06 09:03:00
09:03 06 Fe Tu,1.17,09:03,6,2,Tu,2024,2024-02-06 09:03:00
09:03 06 Fe Tu,2.29,09:03,6,2,Tu,2024,2024-02-06 09:03:00
09:03 06 Fe Tu,1.86,09:03,6,2,Tu,2024,2024-02-06 09:03:00
09:03 06 Fe Tu,2.47,09:03,6,2,Tu,2024,2024-02-06 09:03:00
09:03 06 Fe Tu,5.57,09:03,6,2,Tu,2024,2024-02-06 09:03:00
09:03 06 Fe Tu,1.02,09:03,6,2,Tu,2024,2024-02-06 09:03:00
09:03 06 Fe Tu,2.4,09:03,6,2,Tu,2024,2024-02-06 09:03:00
09:03 06 Fe Tu,1.6,09:03,6,2,Tu,2024,2024-02-06 09:03:00
09:03 06 Fe Tu,4.23,09:03,6,2,Tu,2024,2024-02-06 09:03:00
09:03 06 Fe Tu,2.89,09:03,6,2,Tu,2024,2024-02-06 09:03:00
09:03 06 Fe Tu,4.21,09:03,6,2,Tu,2024,2024-02-06 09:03:00
09:19 06 Fe Tu,13.76,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:19 06 Fe Tu,8.12,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:19 06 Fe Tu,4.51,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:19 06 Fe Tu,1.07,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:19 06 Fe Tu,4.42,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:19 06 Fe Tu,2.45,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:19 06 Fe Tu,1.22,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:19 06 Fe Tu,1.01,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:19 06 Fe Tu,2.9,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:19 06 Fe Tu,1.8,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:19 06 Fe Tu,9.61,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:19 06 Fe Tu,16.94,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:19 06 Fe Tu,1.27,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:19 06 Fe Tu,2.21,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:19 06 Fe Tu,13.8,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:19 06 Fe Tu,1.56,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:19 06 Fe Tu,2.05,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:19 06 Fe Tu,137.08,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:19 06 Fe Tu,1.26,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:19 06 Fe Tu,1.24,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:19 06 Fe Tu,1.34,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:19 06 Fe Tu,1.36,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:19 06 Fe Tu,1.45,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:19 06 Fe Tu,1.74,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:19 06 Fe Tu,2.24,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:19 06 Fe Tu,39.57,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:19 06 Fe Tu,1.0,09:19,6,2,Tu,2024,2024-02-06 09:19:00
09:23 06 Fe Tu,1.55,09:23,6,2,Tu,2024,2024-02-06 09:23:00
09:23 06 Fe Tu,2.28,09:23,6,2,Tu,2024,2024-02-06 09:23:00
09:23 06 Fe Tu,1.48,09:23,6,2,Tu,2024,2024-02-06 09:23:00
09:23 06 Fe Tu,8.09,09:23,6,2,Tu,2024,2024-02-06 09:23:00
09:23 06 Fe Tu,1.85,09:23,6,2,Tu,2024,2024-02-06 09:23:00
09:23 06 Fe Tu,1.12,09:23,6,2,Tu,2024,2024-02-06 09:23:00
09:23 06 Fe Tu,1.01,09:23,6,2,Tu,2024,2024-02-06 09:23:00
09:23 06 Fe Tu,36.91,09:23,6,2,Tu,2024,2024-02-06 09:23:00
09:23 06 Fe Tu,10.76,09:23,6,2,Tu,2024,2024-02-06 09:23:00
09:27 06 Fe Tu,1.08,09:27,6,2,Tu,2024,2024-02-06 09:27:00
09:27 06 Fe Tu,1.99,09:27,6,2,Tu,2024,2024-02-06 09:27:00
09:27 06 Fe Tu,1.34,09:27,6,2,Tu,2024,2024-02-06 09:27:00
09:27 06 Fe Tu,4.03,09:27,6,2,Tu,2024,2024-02-06 09:27:00
09:27 06 Fe Tu,2.41,09:27,6,2,Tu,2024,2024-02-06 09:27:00
09:27 06 Fe Tu,1.3,09:27,6,2,Tu,2024,2024-02-06 09:27:00
09:27 06 Fe Tu,4.01,09:27,6,2,Tu,2024,2024-02-06 09:27:00
09:27 06 Fe Tu,1.61,09:27,6,2,Tu,2024,2024-02-06 09:27:00
09:27 06 Fe Tu,5.63,09:27,6,2,Tu,2024,2024-02-06 09:27:00
09:27 06 Fe Tu,1.43,09:27,6,2,Tu,2024,2024-02-06 09:27:00
09:37 06 Fe Tu,28.82,09:37,6,2,Tu,2024,2024-02-06 09:37:00
09:37 06 Fe Tu,1.21,09:37,6,2,Tu,2024,2024-02-06 09:37:00
09:37 06 Fe Tu,70.73,09:37,6,2,Tu,2024,2024-02-06 09:37:00
09:37 06 Fe Tu,18.94,09:37,6,2,Tu,2024,2024-02-06 09:37:00
09:37 06 Fe Tu,3.75,09:37,6,2,Tu,2024,2024-02-06 09:37:00
09:37 06 Fe Tu,1.19,09:37,6,2,Tu,2024,2024-02-06 09:37:00
09:37 06 Fe Tu,1.12,09:37,6,2,Tu,2024,2024-02-06 09:37:00
09:37 06 Fe Tu,2.76,09:37,6,2,Tu,2024,2024-02-06 09:37:00
09:37 06 Fe Tu,3.28,09:37,6,2,Tu,2024,2024-02-06 09:37:00
09:37 06 Fe Tu,1.21,09:37,6,2,Tu,2024,2024-02-06 09:37:00
09:37 06 Fe Tu,25.55,09:37,6,2,Tu,2024,2024-02-06 09:37:00
09:37 06 Fe Tu,1.52,09:37,6,2,Tu,2024,2024-02-06 09:37:00
09:37 06 Fe Tu,1.87,09:37,6,2,Tu,2024,2024-02-06 09:37:00
09:37 06 Fe Tu,3.64,09:37,6,2,Tu,2024,2024-02-06 09:37:00
09:37 06 Fe Tu,5.05,09:37,6,2,Tu,2024,2024-02-06 09:37:00
09:37 06 Fe Tu,2.52,09:37,6,2,Tu,2024,2024-02-06 09:37:00
09:37 06 Fe Tu,1.3,09:37,6,2,Tu,2024,2024-02-06 09:37:00
09:37 06 Fe Tu,1.84,09:37,6,2,Tu,2024,2024-02-06 09:37:00
09:37 06 Fe Tu,2.38,09:37,6,2,Tu,2024,2024-02-06 09:37:00
10:56 06 Fe Tu,1.4,10:56,6,2,Tu,2024,2024-02-06 10:56:00
10:56 06 Fe Tu,5.17,10:56,6,2,Tu,2024,2024-02-06 10:56:00
10:56 06 Fe Tu,116.76,10:56,6,2,Tu,2024,2024-02-06 10:56:00
10:56 06 Fe Tu,1.26,10:56,6,2,Tu,2024,2024-02-06 10:56:00
10:56 06 Fe Tu,1.78,10:56,6,2,Tu,2024,2024-02-06 10:56:00
10:56 06 Fe Tu,1.0,10:56,6,2,Tu,2024,2024-02-06 10:56:00
10:56 06 Fe Tu,1.66,10:56,6,2,Tu,2024,2024-02-06 10:56:00
10:56 06 Fe Tu,3.85,10:56,6,2,Tu,2024,2024-02-06 10:56:00
10:56 06 Fe Tu,1.75,10:56,6,2,Tu,2024,2024-02-06 10:56:00
10:56 06 Fe Tu,5.22,10:56,6,2,Tu,2024,2024-02-06 10:56:00
10:56 06 Fe Tu,1.6,10:56,6,2,Tu,2024,2024-02-06 10:56:00
10:56 06 Fe Tu,1.25,10:56,6,2,Tu,2024,2024-02-06 10:56:00
10:56 06 Fe Tu,1.83,10:56,6,2,Tu,2024,2024-02-06 10:56:00
10:56 06 Fe Tu,1.1,10:56,6,2,Tu,2024,2024-02-06 10:56:00
10:56 06 Fe Tu,1.52,10:56,6,2,Tu,2024,2024-02-06 10:56:00
10:56 06 Fe Tu,3.36,10:56,6,2,Tu,2024,2024-02-06 10:56:00
10:56 06 Fe Tu,86.72,10:56,6,2,Tu,2024,2024-02-06 10:56:00
10:56 06 Fe Tu,1.0,10:56,6,2,Tu,2024,2024-02-06 10:56:00
10:56 06 Fe Tu,2.32,10:56,6,2,Tu,2024,2024-02-06 10:56:00
10:56 06 Fe Tu,1.22,10:56,6,2,Tu,2024,2024-02-06 10:56:00
10:56 06 Fe Tu,1.22,10:56,6,2,Tu,2024,2024-02-06 10:56:00
10:56 06 Fe Tu,4.16,10:56,6,2,Tu,2024,2024-02-06 10:56:00
10:56 06 Fe Tu,1.0,10:56,6,2,Tu,2024,2024-02-06 10:56:00
11:01 06 Fe Tu,1.02,11:01,6,2,Tu,2024,2024-02-06 11:01:00
11:01 06 Fe Tu,3.26,11:01,6,2,Tu,2024,2024-02-06 11:01:00
11:01 06 Fe Tu,1.72,11:01,6,2,Tu,2024,2024-02-06 11:01:00
11:01 06 Fe Tu,1.1,11:01,6,2,Tu,2024,2024-02-06 11:01:00
11:01 06 Fe Tu,7.1,11:01,6,2,Tu,2024,2024-02-06 11:01:00
11:01 06 Fe Tu,1.92,11:01,6,2,Tu,2024,2024-02-06 11:01:00
11:01 06 Fe Tu,7.77,11:01,6,2,Tu,2024,2024-02-06 11:01:00
11:01 06 Fe Tu,1.56,11:01,6,2,Tu,2024,2024-02-06 11:01:00
11:01 06 Fe Tu,2.85,11:01,6,2,Tu,2024,2024-02-06 11:01:00
11:01 06 Fe Tu,1.42,11:01,6,2,Tu,2024,2024-02-06 11:01:00
11:01 06 Fe Tu,1.09,11:01,6,2,Tu,2024,2024-02-06 11:01:00
11:06 06 Fe Tu,2.88,11:06,6,2,Tu,2024,2024-02-06 11:06:00
11:06 06 Fe Tu,8.97,11:06,6,2,Tu,2024,2024-02-06 11:06:00
11:06 06 Fe Tu,1.32,11:06,6,2,Tu,2024,2024-02-06 11:06:00
11:06 06 Fe Tu,1.35,11:06,6,2,Tu,2024,2024-02-06 11:06:00
11:06 06 Fe Tu,2.42,11:06,6,2,Tu,2024,2024-02-06 11:06:00
11:06 06 Fe Tu,1.4,11:06,6,2,Tu,2024,2024-02-06 11:06:00
11:06 06 Fe Tu,3.33,11:06,6,2,Tu,2024,2024-02-06 11:06:00
11:06 06 Fe Tu,1.55,11:06,6,2,Tu,2024,2024-02-06 11:06:00
11:06 06 Fe Tu,1.01,11:06,6,2,Tu,2024,2024-02-06 11:06:00
11:06 06 Fe Tu,7.68,11:06,6,2,Tu,2024,2024-02-06 11:06:00
11:06 06 Fe Tu,1.0,11:06,6,2,Tu,2024,2024-02-06 11:06:00
11:06 06 Fe Tu,1.31,11:06,6,2,Tu,2024,2024-02-06 11:06:00
11:06 06 Fe Tu,4.92,11:06,6,2,Tu,2024,2024-02-06 11:06:00
11:48 06 Fe Tu,2.8,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,10.22,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,2.19,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,1.18,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,4.03,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,1.4,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,67.47,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,3.9,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,13.36,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,1.24,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,3.07,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,1.0,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,70.63,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,1.18,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,1.11,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,4.91,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,73.41,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,1.14,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,23.06,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,41.32,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,1.15,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,1.8,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,1.07,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,1.31,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,1.16,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,1.04,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,28.27,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:48 06 Fe Tu,1.76,11:48,6,2,Tu,2024,2024-02-06 11:48:00
11:54 06 Fe Tu,74.26,11:54,6,2,Tu,2024,2024-02-06 11:54:00
11:54 06 Fe Tu,3.45,11:54,6,2,Tu,2024,2024-02-06 11:54:00
11:54 06 Fe Tu,1.43,11:54,6,2,Tu,2024,2024-02-06 11:54:00
11:54 06 Fe Tu,2.59,11:54,6,2,Tu,2024,2024-02-06 11:54:00
11:54 06 Fe Tu,1.17,11:54,6,2,Tu,2024,2024-02-06 11:54:00
11:54 06 Fe Tu,1.0,11:54,6,2,Tu,2024,2024-02-06 11:54:00
11:54 06 Fe Tu,3.35,11:54,6,2,Tu,2024,2024-02-06 11:54:00
11:54 06 Fe Tu,4.15,11:54,6,2,Tu,2024,2024-02-06 11:54:00
11:54 06 Fe Tu,17.31,11:54,6,2,Tu,2024,2024-02-06 11:54:00
11:54 06 Fe Tu,8.47,11:54,6,2,Tu,2024,2024-02-06 11:54:00
12:01 06 Fe Tu,1.16,12:01,6,2,Tu,2024,2024-02-06 12:01:00
12:01 06 Fe Tu,1.03,12:01,6,2,Tu,2024,2024-02-06 12:01:00
12:01 06 Fe Tu,1.24,12:01,6,2,Tu,2024,2024-02-06 12:01:00
12:01 06 Fe Tu,1.86,12:01,6,2,Tu,2024,2024-02-06 12:01:00
12:01 06 Fe Tu,2.19,12:01,6,2,Tu,2024,2024-02-06 12:01:00
12:01 06 Fe Tu,2.97,12:01,6,2,Tu,2024,2024-02-06 12:01:00
12:01 06 Fe Tu,1.18,12:01,6,2,Tu,2024,2024-02-06 12:01:00
12:01 06 Fe Tu,1.03,12:01,6,2,Tu,2024,2024-02-06 12:01:00
12:01 06 Fe Tu,1.24,12:01,6,2,Tu,2024,2024-02-06 12:01:00
12:01 06 Fe Tu,1.86,12:01,6,2,Tu,2024,2024-02-06 12:01:00
12:01 06 Fe Tu,1.18,12:01,6,2,Tu,2024,2024-02-06 12:01:00
12:01 06 Fe Tu,32.47,12:01,6,2,Tu,2024,2024-02-06 12:01:00
12:01 06 Fe Tu,1.04,12:01,6,2,Tu,2024,2024-02-06 12:01:00
12:01 06 Fe Tu,1.0,12:01,6,2,Tu,2024,2024-02-06 12:01:00
12:01 06 Fe Tu,1.39,12:01,6,2,Tu,2024,2024-02-06 12:01:00
12:01 06 Fe Tu,1.28,12:01,6,2,Tu,2024,2024-02-06 12:01:00
12:01 06 Fe Tu,1.34,12:01,6,2,Tu,2024,2024-02-06 12:01:00
12:01 06 Fe Tu,1.1,12:01,6,2,Tu,2024,2024-02-06 12:01:00
12:01 06 Fe Tu,1.41,12:01,6,2,Tu,2024,2024-02-06 12:01:00
12:01 06 Fe Tu,4.74,12:01,6,2,Tu,2024,2024-02-06 12:01:00
12:09 06 Fe Tu,3.1,12:09,6,2,Tu,2024,2024-02-06 12:09:00
12:09 06 Fe Tu,1.46,12:09,6,2,Tu,2024,2024-02-06 12:09:00
12:09 06 Fe Tu,4.73,12:09,6,2,Tu,2024,2024-02-06 12:09:00
12:09 06 Fe Tu,1.6,12:09,6,2,Tu,2024,2024-02-06 12:09:00
12:09 06 Fe Tu,2.09,12:09,6,2,Tu,2024,2024-02-06 12:09:00
12:09 06 Fe Tu,4.59,12:09,6,2,Tu,2024,2024-02-06 12:09:00
12:09 06 Fe Tu,1.7,12:09,6,2,Tu,2024,2024-02-06 12:09:00
12:09 06 Fe Tu,1.31,12:09,6,2,Tu,2024,2024-02-06 12:09:00
12:09 06 Fe Tu,4.22,12:09,6,2,Tu,2024,2024-02-06 12:09:00
12:09 06 Fe Tu,2.89,12:09,6,2,Tu,2024,2024-02-06 12:09:00
12:09 06 Fe Tu,1.09,12:09,6,2,Tu,2024,2024-02-06 12:09:00
12:09 06 Fe Tu,1.82,12:09,6,2,Tu,2024,2024-02-06 12:09:00
12:09 06 Fe Tu,2.68,12:09,6,2,Tu,2024,2024-02-06 12:09:00
12:09 06 Fe Tu,9.72,12:09,6,2,Tu,2024,2024-02-06 12:09:00
12:09 06 Fe Tu,5.8,12:09,6,2,Tu,2024,2024-02-06 12:09:00
12:09 06 Fe Tu,1.16,12:09,6,2,Tu,2024,2024-02-06 12:09:00
12:09 06 Fe Tu,1.03,12:09,6,2,Tu,2024,2024-02-06 12:09:00
12:17 06 Fe Tu,31.86,12:17,6,2,Tu,2024,2024-02-06 12:17:00
12:17 06 Fe Tu,1.0,12:17,6,2,Tu,2024,2024-02-06 12:17:00
12:17 06 Fe Tu,2.33,12:17,6,2,Tu,2024,2024-02-06 12:17:00
